Wind Farm 1	 AEP = 512.1745207214356
50,50
50,850
50,1650
50,2450
50,3250
50,3650
400,250
400,650
400,1450
400,2250
400,3450
400,3850
800,450
800,1650
800,2450
800,3250
1200,250
1200,2250
1200,3050
1200,3850
1600,50
1600,1250
1600,2050
1600,3650
2000,250
2000,1050
2000,1850
2000,2650
2000,3450
2400,50
2400,1250
2400,3250
2800,250
2800,650
2800,1450
2800,2250
2800,3050
2800,3850
3200,50
3200,450
3200,1250
3200,3250
3200,3650
3600,250
3600,1450
3600,1850
3600,2250
3600,2650
3600,3450
3600,3850
Wind Farm 2	 AEP = 512.1284056091308
50,450
50,850
50,1650
50,2050
50,2450
50,2850
50,3250
50,3650
400,250
400,650
400,1450
400,3850
800,50
800,1650
800,2450
800,3250
1200,250
1200,1050
1200,2250
1200,3050
1200,3850
1600,50
1600,1250
1600,2050
1600,3650
2000,250
2000,1050
2000,1850
2000,2650
2000,3450
2400,50
2400,1250
2400,2050
2400,3250
2800,650
2800,1450
2800,2250
2800,3050
2800,3850
3200,50
3200,450
3200,1250
3200,2450
3200,3250
3200,3650
3600,250
3600,1050
3600,1850
3600,2650
3600,3850
Wind Farm 3	 AEP = 512.1183137512207
50,50
50,450
50,850
50,1650
50,2050
50,2450
50,2850
50,3250
50,3650
400,650
400,1450
400,2250
400,3850
800,50
800,450
800,2050
800,3250
1200,250
1200,3050
1200,3850
1600,50
1600,1250
1600,2050
1600,3650
2000,250
2000,1050
2000,1850
2000,2650
2000,3850
2400,50
2400,1250
2400,3250
2800,250
2800,650
2800,1450
2800,2250
2800,3850
3200,50
3200,1250
3200,2450
3200,3250
3200,3650
3600,250
3600,1050
3600,1450
3600,1850
3600,2250
3600,2650
3600,3450
3600,3850
Wind Farm 4	 AEP = 511.97432098388674
50,50
50,850
50,1650
50,2450
50,2850
50,3650
400,250
400,650
400,1450
400,2250
400,3450
400,3850
800,50
800,450
800,1650
800,2450
800,3250
1200,250
1200,2250
1200,3050
1200,3850
1600,50
1600,1250
1600,2050
1600,3650
2000,250
2000,1050
2000,1850
2000,2650
2000,3450
2400,50
2400,1250
2400,2050
2400,3250
2800,650
2800,1450
2800,2250
2800,3050
2800,3850
3200,50
3200,450
3200,1250
3200,2450
3200,3250
3200,3650
3600,250
3600,1050
3600,1450
3600,2650
3600,3450
Wind Farm 5	 AEP = 511.9338198852539
50,50
50,850
50,1650
50,2050
50,2850
50,3250
50,3650
400,650
400,1450
400,2250
400,3450
400,3850
800,50
800,450
800,1650
800,2050
800,2450
800,3250
1200,250
1200,1050
1200,3050
1200,3850
1600,50
1600,2050
1600,3650
2000,250
2000,1050
2000,1850
2000,2650
2000,3450
2000,3850
2400,50
2400,1250
2400,2050
2400,3250
2800,250
2800,2250
2800,3050
2800,3850
3200,50
3200,1250
3200,2450
3200,3650
3600,250
3600,1050
3600,1850
3600,2250
3600,3050
3600,3450
3600,3850
Wind Farm 6	 AEP = 511.88001892089846
50,50
50,850
50,1650
50,2050
50,2450
50,2850
50,3250
50,3650
400,650
400,1450
400,3450
400,3850
800,50
800,450
800,1650
800,2050
800,2450
1200,250
1200,1050
1200,3050
1200,3850
1600,50
1600,1250
1600,2050
1600,3650
2000,250
2000,1050
2000,1850
2000,2650
2000,3450
2400,50
2400,2050
2400,3250
2800,250
2800,650
2800,1450
2800,2250
2800,3050
2800,3850
3200,450
3200,1250
3200,3650
3600,250
3600,1050
3600,1450
3600,1850
3600,2250
3600,2650
3600,3450
3600,3850
Wind Farm 7	 AEP = 511.86591705322263
50,50
50,850
50,1650
50,2450
50,2850
50,3650
400,650
400,1450
400,2250
400,3450
400,3850
800,50
800,450
800,1650
800,2450
800,3250
1200,250
1200,2250
